customer_id,company_name,industry,region,employee_count,segment,recency,frequency,monetary,R_score,F_score,M_score,RFM_total,products_owned,crosssell_opportunity_score,relationship_manager
SME0446,Company 446 Ltd,Food & Beverage,North,100,Lost,255,7,45758.0,2,2,2,2.0,4,0.86,RM018
SME0447,Company 447 Ltd,Food & Beverage,East,10,Lost,401,4,2487.0,1,2,1,1.3333333333333333,3,0.76,RM002
SME0448,Company 448 Ltd,Construction,East,25,Lost,567,1,1020.0,1,1,1,1.0,1,0.86,RM008
SME0449,Company 449 Ltd,Manufacturing,North,100,Loyal Customers,102,14,109077.0,4,3,3,3.3333333333333335,7,0.0,RM011
SME0450,Company 450 Ltd,Retail,Central,50,Champions,54,38,2897551.0,4,5,5,4.666666666666667,7,0.0,RM001
SME0451,Company 451 Ltd,Construction,East,25,Hibernating,290,8,110793.0,2,2,3,2.3333333333333335,3,1.33,RM006
SME0452,Company 452 Ltd,Professional Services,Central,25,Lost,327,3,5335.0,1,1,2,1.3333333333333333,2,0.95,RM016
SME0453,Company 453 Ltd,Healthcare,North,25,Potential Loyalists,137,10,35600.0,3,3,2,2.6666666666666665,5,0.76,RM020
SME0454,Company 454 Ltd,Food & Beverage,Central,10,Champions,54,58,2276175.0,4,5,5,4.666666666666667,7,0.0,RM012
SME0455,Company 455 Ltd,Retail,South,25,Champions,59,39,1099513.0,4,5,4,4.333333333333333,7,0.0,RM011
SME0456,Company 456 Ltd,Healthcare,West,50,Champions,91,57,1368737.0,4,5,4,4.333333333333333,7,0.0,RM010
SME0457,Company 457 Ltd,Retail,East,100,Lost,318,5,20915.0,2,2,2,2.0,5,0.57,RM003
SME0458,Company 458 Ltd,Healthcare,West,50,At Risk,173,8,90293.0,3,2,3,2.6666666666666665,6,0.38,RM013
SME0459,Company 459 Ltd,Retail,Central,50,Champions,81,19,192731.0,4,4,4,4.0,6,0.57,RM003
SME0460,Company 460 Ltd,Retail,East,10,Loyal Customers,144,10,133485.0,3,3,3,3.0,5,0.86,RM015
SME0461,Company 461 Ltd,Retail,Central,25,Champions,12,97,41602938.0,5,5,5,5.0,7,0.0,RM016
SME0462,Company 462 Ltd,Professional Services,South,5,Champions,15,98,11213553.0,5,5,5,5.0,7,0.0,RM013
SME0463,Company 463 Ltd,Professional Services,North,10,Can't Lose Them,218,18,136283.0,2,4,3,3.0,6,0.43,RM017
SME0464,Company 464 Ltd,Professional Services,East,50,Lost,511,4,4913.0,1,2,1,1.3333333333333333,3,0.76,RM003
SME0465,Company 465 Ltd,Food & Beverage,South,500,Lost,561,1,1020.0,1,1,1,1.0,1,0.86,RM020
SME0466,Company 466 Ltd,Manufacturing,South,5,Lost,514,2,1510.0,1,1,1,1.0,2,0.71,RM011
SME0467,Company 467 Ltd,Manufacturing,East,25,Champions,80,19,139758.0,4,4,4,4.0,6,0.57,RM019
SME0468,Company 468 Ltd,Construction,Central,100,Champions,46,40,1741483.0,5,5,5,5.0,7,0.0,RM011
SME0469,Company 469 Ltd,Manufacturing,South,10,Lost,289,3,7475.0,2,1,2,1.6666666666666667,2,1.19,RM016
SME0470,Company 470 Ltd,Food & Beverage,West,25,At Risk,146,6,81007.0,3,2,3,2.6666666666666665,4,1.14,RM003
SME0471,Company 471 Ltd,Retail,South,50,Lost,299,3,8077.0,2,2,2,2.0,2,1.43,RM006
SME0472,Company 472 Ltd,Food & Beverage,Central,50,Champions,21,59,2779128.0,5,5,5,5.0,7,0.0,RM014
SME0473,Company 473 Ltd,Retail,Central,10,Champions,21,94,44880292.0,5,5,5,5.0,7,0.0,RM018
SME0474,Company 474 Ltd,Food & Beverage,West,25,Champions,13,115,30526373.0,5,5,5,5.0,7,0.0,RM017
SME0475,Company 475 Ltd,Healthcare,South,50,At Risk,170,3,7215.0,3,2,2,2.3333333333333335,2,1.67,RM004
SME0476,Company 476 Ltd,Food & Beverage,Central,25,Lost,324,4,2444.0,1,2,1,1.3333333333333333,2,0.95,RM015
SME0477,Company 477 Ltd,Retail,East,5,Lost,196,5,62631.0,2,2,2,2.0,3,1.14,RM011
SME0478,Company 478 Ltd,Professional Services,North,50,Lost,223,6,27912.0,2,2,2,2.0,3,1.14,RM003
SME0479,Company 479 Ltd,Food & Beverage,North,5,Lost,524,3,3512.0,1,2,1,1.3333333333333333,3,0.76,RM003
SME0480,Company 480 Ltd,Healthcare,North,50,Champions,43,44,3210862.0,5,5,5,5.0,7,0.0,RM016
SME0481,Company 481 Ltd,Professional Services,South,10,At Risk,167,5,65319.0,3,2,3,2.6666666666666665,4,1.14,RM005
SME0482,Company 482 Ltd,Professional Services,West,200,Loyal Customers,165,20,1028751.0,3,4,4,3.6666666666666665,7,0.0,RM010
SME0483,Company 483 Ltd,Healthcare,Central,25,Lost,400,4,13003.0,1,2,2,1.6666666666666667,2,1.19,RM019
SME0484,Company 484 Ltd,Professional Services,East,10,Loyal Customers,54,16,78817.0,4,4,3,3.6666666666666665,6,0.52,RM004
SME0485,Company 485 Ltd,Professional Services,East,5,Lost,405,1,3081.0,1,1,1,1.0,1,0.86,RM019
SME0486,Company 486 Ltd,Food & Beverage,South,10,Lost,367,4,9346.0,1,2,2,1.6666666666666667,3,0.95,RM011
SME0487,Company 487 Ltd,Retail,North,100,Loyal Customers,161,13,100400.0,3,3,3,3.0,6,0.43,RM002
SME0488,Company 488 Ltd,Manufacturing,South,500,Champions,77,45,2205186.0,4,5,5,4.666666666666667,7,0.0,RM010
SME0489,Company 489 Ltd,Food & Beverage,West,25,Lost,528,2,1950.0,1,1,1,1.0,2,0.71,RM011
SME0490,Company 490 Ltd,Food & Beverage,West,25,Lost,666,1,2571.0,1,1,1,1.0,1,0.86,RM020
SME0491,Company 491 Ltd,Healthcare,Central,50,Lost,427,4,12387.0,1,2,2,1.6666666666666667,4,0.71,RM016
SME0492,Company 492 Ltd,Professional Services,Central,100,Loyal Customers,94,15,155627.0,4,3,4,3.6666666666666665,6,0.52,RM019
SME0493,Company 493 Ltd,Manufacturing,West,25,Can't Lose Them,184,13,44542.0,2,3,2,2.3333333333333335,7,0.0,RM011
SME0494,Company 494 Ltd,Retail,West,25,Loyal Customers,106,11,141448.0,4,3,4,3.6666666666666665,5,1.05,RM014
SME0495,Company 495 Ltd,Healthcare,West,25,Champions,16,52,3925628.0,5,5,5,5.0,7,0.0,RM002
SME0496,Company 496 Ltd,Manufacturing,South,50,Can't Lose Them,200,17,116981.0,2,4,3,3.0,7,0.0,RM005
SME0497,Company 497 Ltd,Professional Services,West,5,Can't Lose Them,361,10,137435.0,1,3,3,2.3333333333333335,7,0.0,RM005
SME0498,Company 498 Ltd,Retail,East,50,Loyal Customers,130,10,151129.0,3,3,4,3.3333333333333335,6,0.48,RM019
SME0499,Company 499 Ltd,Food & Beverage,North,25,Lost,681,1,2171.0,1,1,1,1.0,1,0.86,RM012
SME0500,Company 500 Ltd,Food & Beverage,West,50,Lost,356,4,9423.0,1,2,2,1.6666666666666667,3,0.95,RM018
SME0501,Company 501 Ltd,Professional Services,North,5,Champions,49,21,1039365.0,5,4,4,4.333333333333333,7,0.0,RM004
SME0502,Company 502 Ltd,Healthcare,South,25,Loyal Customers,166,10,86319.0,3,3,3,3.0,5,0.86,RM017
SME0503,Company 503 Ltd,Manufacturing,North,25,Lost,278,5,25541.0,2,2,2,2.0,4,0.86,RM010
SME0504,Company 504 Ltd,Construction,South,50,Lost,461,3,3815.0,1,2,1,1.3333333333333333,2,0.95,RM020
SME0505,Company 505 Ltd,Professional Services,East,5,Loyal Customers,156,14,101632.0,3,3,3,3.0,5,0.86,RM006
SME0506,Company 506 Ltd,Retail,South,25,Champions,42,41,2880669.0,5,5,5,5.0,7,0.0,RM014
SME0507,Company 507 Ltd,Food & Beverage,South,25,At Risk,122,5,77661.0,3,2,3,2.6666666666666665,4,1.14,RM011
SME0508,Company 508 Ltd,Construction,Central,25,Champions,49,56,3815197.0,5,5,5,5.0,7,0.0,RM011
SME0509,Company 509 Ltd,Food & Beverage,West,50,Can't Lose Them,307,10,69407.0,2,3,3,2.6666666666666665,6,0.38,RM018
SME0510,Company 510 Ltd,Professional Services,West,50,At Risk,172,5,15497.0,3,2,2,2.3333333333333335,4,1.0,RM018
SME0511,Company 511 Ltd,Professional Services,East,100,Champions,53,54,2395361.0,4,5,5,4.666666666666667,7,0.0,RM011
SME0512,Company 512 Ltd,Healthcare,East,10,Loyal Customers,96,17,69793.0,4,4,3,3.6666666666666665,5,1.05,RM012
SME0513,Company 513 Ltd,Food & Beverage,West,100,Loyal Customers,164,19,137984.0,3,4,4,3.6666666666666665,7,0.0,RM005
SME0514,Company 514 Ltd,Construction,Central,25,At Risk,166,3,7780.0,3,2,2,2.3333333333333335,3,1.33,RM009
SME0515,Company 515 Ltd,Retail,West,5,Champions,21,92,27719407.0,5,5,5,5.0,7,0.0,RM009
SME0516,Company 516 Ltd,Retail,Central,5,At Risk,145,7,80088.0,3,2,3,2.6666666666666665,4,1.14,RM010
SME0517,Company 517 Ltd,Manufacturing,East,10,Loyal Customers,172,16,134062.0,3,4,3,3.3333333333333335,7,0.0,RM019
SME0518,Company 518 Ltd,Construction,North,50,Can't Lose Them,200,14,156007.0,2,3,4,3.0,7,0.0,RM001
SME0519,Company 519 Ltd,Food & Beverage,East,50,Loyal Customers,72,13,168238.0,4,3,4,3.6666666666666665,7,0.0,RM007
SME0520,Company 520 Ltd,Retail,East,50,At Risk,171,7,75490.0,3,2,3,2.6666666666666665,4,1.14,RM004
SME0521,Company 521 Ltd,Professional Services,South,25,Loyal Customers,106,15,131562.0,4,3,3,3.3333333333333335,7,0.0,RM001
SME0522,Company 522 Ltd,Manufacturing,South,25,Lost,342,3,3642.0,1,2,1,1.3333333333333333,3,0.76,RM015
SME0523,Company 523 Ltd,Food & Beverage,South,5,Loyal Customers,179,13,111064.0,3,3,3,3.0,6,0.43,RM008
SME0524,Company 524 Ltd,Construction,South,10,Loyal Customers,98,11,160672.0,4,3,4,3.6666666666666665,6,0.52,RM012
SME0525,Company 525 Ltd,Construction,Central,25,Champions,66,32,1784541.0,4,4,5,4.333333333333333,7,0.0,RM018
SME0526,Company 526 Ltd,Healthcare,West,5,Lost,293,3,2334.0,2,2,1,1.6666666666666667,3,0.95,RM015
SME0527,Company 527 Ltd,Healthcare,North,10,Can't Lose Them,230,11,156265.0,2,3,4,3.0,6,0.43,RM017
SME0528,Company 528 Ltd,Manufacturing,East,25,Lost,210,4,10119.0,2,2,2,2.0,3,1.14,RM014
SME0529,Company 529 Ltd,Retail,Central,50,Champions,62,33,929334.0,4,4,4,4.0,7,0.0,RM014
SME0530,Company 530 Ltd,Construction,North,500,Champions,77,40,1299568.0,4,5,4,4.333333333333333,7,0.0,RM018
SME0531,Company 531 Ltd,Construction,Central,200,At Risk,131,5,50720.0,3,2,2,2.3333333333333335,4,1.0,RM020
SME0532,Company 532 Ltd,Food & Beverage,Central,50,Loyal Customers,138,15,116967.0,3,3,3,3.0,6,0.43,RM018
SME0533,Company 533 Ltd,Food & Beverage,East,25,Lost,327,2,3608.0,1,1,1,1.0,1,0.86,RM016
SME0534,Company 534 Ltd,Professional Services,West,50,Champions,23,41,2809402.0,5,5,5,5.0,7,0.0,RM001
SME0535,Company 535 Ltd,Construction,South,50,Lost,366,1,859.0,1,1,1,1.0,1,0.86,RM011
SME0536,Company 536 Ltd,Food & Beverage,West,5,Loyal Customers,113,10,115022.0,4,3,3,3.3333333333333335,4,1.43,RM015
SME0537,Company 537 Ltd,Construction,East,25,Loyal Customers,176,17,188995.0,3,4,4,3.6666666666666665,6,0.52,RM012
SME0538,Company 538 Ltd,Manufacturing,East,100,Lost,480,1,796.0,1,1,1,1.0,1,0.86,RM008
SME0539,Company 539 Ltd,Healthcare,East,25,Lost,278,1,1901.0,2,1,1,1.3333333333333333,1,1.14,RM020
SME0540,Company 540 Ltd,Retail,North,25,Can't Lose Them,263,11,46158.0,2,3,2,2.3333333333333335,7,0.0,RM006
SME0541,Company 541 Ltd,Food & Beverage,West,25,Loyal Customers,74,14,235124.0,4,3,4,3.6666666666666665,7,0.0,RM003
SME0542,Company 542 Ltd,Professional Services,West,10,At Risk,175,7,79346.0,3,2,3,2.6666666666666665,4,1.14,RM013
SME0543,Company 543 Ltd,Manufacturing,Central,25,Loyal Customers,169,18,117626.0,3,4,3,3.3333333333333335,6,0.48,RM013
SME0544,Company 544 Ltd,Professional Services,Central,10,Champions,31,44,3324713.0,5,5,5,5.0,7,0.0,RM002
SME0545,Company 545 Ltd,Professional Services,Central,5,Loyal Customers,167,18,223604.0,3,4,4,3.6666666666666665,7,0.0,RM005
SME0546,Company 546 Ltd,Manufacturing,East,5,Lost,456,2,3566.0,1,1,1,1.0,2,0.71,RM017
SME0547,Company 547 Ltd,Retail,West,100,Lost,378,2,2027.0,1,1,1,1.0,2,0.71,RM006
SME0548,Company 548 Ltd,Professional Services,East,10,Loyal Customers,175,11,141434.0,3,3,4,3.3333333333333335,5,0.95,RM002
SME0549,Company 549 Ltd,Healthcare,North,25,Lost,328,2,4176.0,1,1,1,1.0,1,0.86,RM004
SME0550,Company 550 Ltd,Construction,Central,10,Lost,509,1,2135.0,1,1,1,1.0,1,0.86,RM011
SME0551,Company 551 Ltd,Healthcare,East,200,Champions,86,31,1098260.0,4,4,4,4.0,7,0.0,RM008
SME0552,Company 552 Ltd,Construction,East,10,Champions,72,23,392146.0,4,4,4,4.0,6,0.57,RM012
SME0553,Company 553 Ltd,Professional Services,North,25,Champions,20,99,41942500.0,5,5,5,5.0,7,0.0,RM008
SME0554,Company 554 Ltd,Professional Services,South,100,Can't Lose Them,322,11,58748.0,2,3,2,2.3333333333333335,6,0.33,RM011
SME0555,Company 555 Ltd,Food & Beverage,West,100,Champions,20,48,1803057.0,5,5,5,5.0,7,0.0,RM020
SME0556,Company 556 Ltd,Healthcare,South,10,Champions,41,36,1054623.0,5,4,4,4.333333333333333,7,0.0,RM008
SME0557,Company 557 Ltd,Retail,Central,100,Loyal Customers,161,14,117934.0,3,3,3,3.0,7,0.0,RM008
SME0558,Company 558 Ltd,Retail,East,25,Champions,85,46,1738320.0,4,5,5,4.666666666666667,7,0.0,RM017
SME0559,Company 559 Ltd,Construction,North,25,Champions,52,24,1189886.0,5,4,4,4.333333333333333,7,0.0,RM020
SME0560,Company 560 Ltd,Professional Services,North,5,Can't Lose Them,190,19,81249.0,2,4,3,3.0,7,0.0,RM020
SME0561,Company 561 Ltd,Professional Services,West,5,Can't Lose Them,203,9,132267.0,2,3,3,2.6666666666666665,4,1.14,RM016
SME0562,Company 562 Ltd,Retail,South,50,Lost,241,5,38769.0,2,2,2,2.0,4,0.86,RM014
SME0563,Company 563 Ltd,Retail,West,25,Lost,264,2,6208.0,2,1,2,1.6666666666666667,2,1.19,RM011
SME0564,Company 564 Ltd,Retail,East,25,Can't Lose Them,286,14,184248.0,2,3,4,3.0,6,0.43,RM007
SME0565,Company 565 Ltd,Manufacturing,West,50,Champions,12,76,17868705.0,5,5,5,5.0,7,0.0,RM016
SME0566,Company 566 Ltd,Professional Services,North,50,Champions,46,48,2995484.0,5,5,5,5.0,7,0.0,RM013
SME0567,Company 567 Ltd,Manufacturing,North,10,Loyal Customers,129,16,210009.0,3,4,4,3.6666666666666665,7,0.0,RM015
SME0568,Company 568 Ltd,Healthcare,Central,50,Champions,70,23,1331280.0,4,4,4,4.0,7,0.0,RM016
SME0569,Company 569 Ltd,Food & Beverage,Central,5,Lost,302,4,9922.0,2,2,2,2.0,4,0.86,RM009
SME0570,Company 570 Ltd,Manufacturing,East,50,Lost,354,5,42956.0,1,2,2,1.6666666666666667,4,0.71,RM003
SME0571,Company 571 Ltd,Healthcare,South,50,Hibernating,290,7,71674.0,2,2,3,2.3333333333333335,5,0.67,RM019
SME0572,Company 572 Ltd,Construction,West,200,Lost,340,4,3622.0,1,2,1,1.3333333333333333,3,0.76,RM020
SME0573,Company 573 Ltd,Manufacturing,East,5,Loyal Customers,73,16,135945.0,4,4,3,3.6666666666666665,6,0.52,RM005
SME0574,Company 574 Ltd,Professional Services,Central,5,Champions,44,38,2091800.0,5,5,5,5.0,7,0.0,RM010
SME0575,Company 575 Ltd,Construction,West,10,New Customers,113,7,99603.0,4,2,3,3.0,5,0.86,RM017
SME0576,Company 576 Ltd,Food & Beverage,Central,10,Champions,46,36,2625445.0,5,4,5,4.666666666666667,7,0.0,RM015
SME0577,Company 577 Ltd,Retail,West,10,Loyal Customers,164,18,120517.0,3,4,3,3.3333333333333335,7,0.0,RM008
SME0578,Company 578 Ltd,Food & Beverage,South,100,Champions,62,46,2856429.0,4,5,5,4.666666666666667,7,0.0,RM015
SME0579,Company 579 Ltd,Healthcare,East,10,Lost,257,3,1796.0,2,2,1,1.6666666666666667,3,0.95,RM014
SME0580,Company 580 Ltd,Manufacturing,West,10,Champions,50,50,3923074.0,5,5,5,5.0,7,0.0,RM020
SME0581,Company 581 Ltd,Healthcare,North,50,Loyal Customers,150,11,162038.0,3,3,4,3.3333333333333335,6,0.48,RM007
SME0582,Company 582 Ltd,Food & Beverage,North,25,Champions,9,102,12924909.0,5,5,5,5.0,7,0.0,RM012
SME0583,Company 583 Ltd,Healthcare,West,50,Champions,108,19,207525.0,4,4,4,4.0,7,0.0,RM017
SME0584,Company 584 Ltd,Manufacturing,West,5,Loyal Customers,79,16,80845.0,4,4,3,3.6666666666666665,7,0.0,RM017
SME0585,Company 585 Ltd,Professional Services,West,25,Loyal Customers,114,13,143256.0,3,3,4,3.3333333333333335,6,0.48,RM010
SME0586,Company 586 Ltd,Manufacturing,North,5,Champions,7,50,3109383.0,5,5,5,5.0,7,0.0,RM019
SME0587,Company 587 Ltd,Retail,North,5,Champions,63,53,3277299.0,4,5,5,4.666666666666667,7,0.0,RM014
SME0588,Company 588 Ltd,Retail,West,100,Loyal Customers,123,19,173629.0,3,4,4,3.6666666666666665,7,0.0,RM011
SME0589,Company 589 Ltd,Retail,Central,5,Can't Lose Them,226,9,112275.0,2,3,3,2.6666666666666665,4,1.14,RM002
SME0590,Company 590 Ltd,Retail,Central,25,Champions,27,53,2821242.0,5,5,5,5.0,7,0.0,RM018
SME0591,Company 591 Ltd,Retail,South,25,Loyal Customers,84,16,90304.0,4,4,3,3.6666666666666665,6,0.52,RM007
SME0592,Company 592 Ltd,Professional Services,East,10,Loyal Customers,65,19,83168.0,4,4,3,3.6666666666666665,7,0.0,RM012
SME0593,Company 593 Ltd,Retail,Central,100,Can't Lose Them,307,11,36439.0,2,3,2,2.3333333333333335,6,0.33,RM002
SME0594,Company 594 Ltd,Manufacturing,North,5,Lost,260,1,2521.0,2,1,1,1.3333333333333333,1,1.14,RM020
SME0595,Company 595 Ltd,Food & Beverage,Central,50,Lost,380,2,1740.0,1,1,1,1.0,2,0.71,RM018
SME0596,Company 596 Ltd,Healthcare,South,200,Lost,405,4,9286.0,1,2,2,1.6666666666666667,4,0.71,RM006
SME0597,Company 597 Ltd,Professional Services,South,25,Potential Loyalists,49,12,62365.0,5,3,2,3.3333333333333335,5,0.95,RM010
SME0598,Company 598 Ltd,Retail,East,200,Lost,502,2,4604.0,1,1,1,1.0,2,0.71,RM020
SME0599,Company 599 Ltd,Retail,Central,5,Lost,392,3,3870.0,1,2,1,1.3333333333333333,3,0.76,RM015
SME0600,Company 600 Ltd,Retail,North,25,At Risk,143,8,51972.0,3,2,2,2.3333333333333335,5,0.67,RM005
SME0601,Company 601 Ltd,Retail,North,10,Lost,386,4,12378.0,1,2,2,1.6666666666666667,3,0.95,RM020
SME0602,Company 602 Ltd,Manufacturing,West,50,Can't Lose Them,241,10,66355.0,2,3,3,2.6666666666666665,6,0.38,RM003
SME0603,Company 603 Ltd,Retail,North,500,Champions,20,75,19562443.0,5,5,5,5.0,7,0.0,RM005
SME0604,Company 604 Ltd,Retail,East,10,Lost,364,2,4624.0,1,1,1,1.0,2,0.71,RM008
SME0605,Company 605 Ltd,Retail,East,50,Loyal Customers,148,17,83193.0,3,4,3,3.3333333333333335,7,0.0,RM008
SME0606,Company 606 Ltd,Healthcare,North,10,Champions,50,29,1239596.0,5,4,4,4.333333333333333,7,0.0,RM008
SME0607,Company 607 Ltd,Retail,North,25,Champions,45,31,2084550.0,5,4,5,4.666666666666667,7,0.0,RM012
SME0608,Company 608 Ltd,Manufacturing,West,25,Lost,334,6,59768.0,1,2,2,1.6666666666666667,5,0.48,RM008
SME0609,Company 609 Ltd,Healthcare,North,200,Champions,25,98,19877266.0,5,5,5,5.0,7,0.0,RM011
SME0610,Company 610 Ltd,Professional Services,West,50,Loyal Customers,172,15,145371.0,3,3,4,3.3333333333333335,7,0.0,RM014
SME0611,Company 611 Ltd,Retail,West,10,Champions,46,54,1447312.0,5,5,4,4.666666666666667,7,0.0,RM008
SME0612,Company 612 Ltd,Construction,North,5,Lost,326,1,1119.0,1,1,1,1.0,1,0.86,RM010
SME0613,Company 613 Ltd,Professional Services,South,10,At Risk,136,7,57594.0,3,2,2,2.3333333333333335,5,0.67,RM007
SME0614,Company 614 Ltd,Retail,South,10,Champions,61,36,744645.0,4,4,4,4.0,7,0.0,RM017
SME0615,Company 615 Ltd,Food & Beverage,West,10,Loyal Customers,89,19,114485.0,4,4,3,3.6666666666666665,6,0.52,RM004
SME0616,Company 616 Ltd,Food & Beverage,North,100,Lost,422,1,810.0,1,1,1,1.0,1,0.86,RM013
SME0617,Company 617 Ltd,Retail,South,25,Lost,584,4,12381.0,1,2,2,1.6666666666666667,3,0.95,RM004
SME0618,Company 618 Ltd,Manufacturing,North,25,Champions,30,29,841826.0,5,4,4,4.333333333333333,7,0.0,RM005
SME0619,Company 619 Ltd,Construction,North,5,Loyal Customers,103,15,175988.0,4,3,4,3.6666666666666665,6,0.52,RM004
SME0620,Company 620 Ltd,Professional Services,North,100,Champions,14,90,34755208.0,5,5,5,5.0,7,0.0,RM018
SME0621,Company 621 Ltd,Retail,Central,50,Champions,50,41,2016418.0,5,5,5,5.0,7,0.0,RM006
SME0622,Company 622 Ltd,Retail,North,5,Lost,353,2,1483.0,1,1,1,1.0,2,0.71,RM002
SME0623,Company 623 Ltd,Manufacturing,Central,50,Loyal Customers,134,13,130709.0,3,3,3,3.0,6,0.43,RM011
SME0624,Company 624 Ltd,Healthcare,West,25,New Customers,67,7,100782.0,4,2,3,3.0,6,0.43,RM014
SME0625,Company 625 Ltd,Professional Services,South,5,Lost,212,8,34468.0,2,2,2,2.0,5,0.57,RM005
SME0626,Company 626 Ltd,Manufacturing,South,25,Lost,247,4,5547.0,2,2,2,2.0,3,1.14,RM006
SME0627,Company 627 Ltd,Healthcare,South,25,New Customers,75,5,45632.0,4,2,2,2.6666666666666665,3,1.52,RM010
SME0628,Company 628 Ltd,Professional Services,South,10,Champions,28,54,999168.0,5,5,4,4.666666666666667,7,0.0,RM008
SME0629,Company 629 Ltd,Retail,South,200,Lost,593,1,4159.0,1,1,1,1.0,1,0.86,RM014
SME0630,Company 630 Ltd,Manufacturing,South,100,Champions,50,56,1674984.0,5,5,5,5.0,7,0.0,RM003
SME0631,Company 631 Ltd,Professional Services,South,50,Champions,34,56,3864055.0,5,5,5,5.0,7,0.0,RM012
SME0632,Company 632 Ltd,Food & Beverage,West,25,Lost,543,1,183.0,1,1,1,1.0,1,0.86,RM016
SME0633,Company 633 Ltd,Healthcare,North,25,Loyal Customers,138,19,223947.0,3,4,4,3.6666666666666665,6,0.52,RM017
SME0634,Company 634 Ltd,Healthcare,East,50,Loyal Customers,116,17,153950.0,3,4,4,3.6666666666666665,7,0.0,RM001
SME0635,Company 635 Ltd,Retail,Central,25,Lost,299,7,48288.0,2,2,2,2.0,4,0.86,RM010
SME0636,Company 636 Ltd,Healthcare,East,5,Can't Lose Them,201,19,80730.0,2,4,3,3.0,7,0.0,RM010
SME0637,Company 637 Ltd,Healthcare,East,25,Loyal Customers,152,15,87460.0,3,3,3,3.0,6,0.43,RM002
SME0638,Company 638 Ltd,Manufacturing,North,100,Lost,407,4,5522.0,1,2,2,1.6666666666666667,4,0.71,RM009
SME0639,Company 639 Ltd,Manufacturing,North,25,Loyal Customers,138,11,92662.0,3,3,3,3.0,5,0.86,RM013
SME0640,Company 640 Ltd,Manufacturing,North,5,Lost,345,2,3521.0,1,1,1,1.0,2,0.71,RM016
SME0641,Company 641 Ltd,Retail,South,50,Potential Loyalists,86,16,50625.0,4,4,2,3.3333333333333335,7,0.0,RM018
SME0642,Company 642 Ltd,Manufacturing,West,10,Loyal Customers,123,37,740654.0,3,5,4,4.0,7,0.0,RM019
SME0643,Company 643 Ltd,Retail,South,10,Champions,80,59,2811683.0,4,5,5,4.666666666666667,7,0.0,RM012
SME0644,Company 644 Ltd,Manufacturing,West,10,Loyal Customers,80,13,163321.0,4,3,4,3.6666666666666665,6,0.52,RM008
SME0645,Company 645 Ltd,Retail,West,10,Lost,277,3,9259.0,2,2,2,2.0,3,1.14,RM017
SME0646,Company 646 Ltd,Food & Beverage,East,50,Potential Loyalists,176,11,33576.0,3,3,2,2.6666666666666665,5,0.76,RM015
SME0647,Company 647 Ltd,Professional Services,East,25,Lost,304,1,1032.0,2,1,1,1.3333333333333333,1,1.14,RM010
SME0648,Company 648 Ltd,Professional Services,West,10,Potential Loyalists,166,9,40847.0,3,3,2,2.6666666666666665,4,1.14,RM015
SME0649,Company 649 Ltd,Construction,West,100,Champions,31,48,919221.0,5,5,4,4.666666666666667,7,0.0,RM015
SME0650,Company 650 Ltd,Healthcare,South,100,Lost,372,4,9377.0,1,2,2,1.6666666666666667,3,0.95,RM007
SME0651,Company 651 Ltd,Retail,South,100,Can't Lose Them,202,10,89207.0,2,3,3,2.6666666666666665,6,0.38,RM013
SME0652,Company 652 Ltd,Healthcare,East,10,Champions,11,83,14731447.0,5,5,5,5.0,7,0.0,RM017
SME0653,Company 653 Ltd,Professional Services,North,25,Champions,78,47,1732113.0,4,5,5,4.666666666666667,7,0.0,RM009
SME0654,Company 654 Ltd,Professional Services,West,500,Champions,18,57,1267433.0,5,5,4,4.666666666666667,7,0.0,RM008
SME0655,Company 655 Ltd,Healthcare,South,50,Lost,275,4,8908.0,2,2,2,2.0,3,1.14,RM020
SME0656,Company 656 Ltd,Retail,East,5,Champions,28,84,21286728.0,5,5,5,5.0,7,0.0,RM018
SME0657,Company 657 Ltd,Manufacturing,South,5,New Customers,76,8,72035.0,4,2,3,3.0,5,0.86,RM013
SME0658,Company 658 Ltd,Manufacturing,West,25,Loyal Customers,161,9,146097.0,3,3,4,3.3333333333333335,6,0.48,RM016
SME0659,Company 659 Ltd,Professional Services,West,100,Lost,299,2,1334.0,2,1,1,1.3333333333333333,2,0.95,RM009
SME0660,Company 660 Ltd,Professional Services,Central,25,Lost,357,4,3027.0,1,2,1,1.3333333333333333,3,0.76,RM012
SME0661,Company 661 Ltd,Manufacturing,North,25,At Risk,167,5,20899.0,3,2,2,2.3333333333333335,3,1.33,RM012
SME0662,Company 662 Ltd,Food & Beverage,Central,5,Lost,293,4,4046.0,2,2,1,1.6666666666666667,3,0.95,RM006
SME0663,Company 663 Ltd,Professional Services,East,50,Champions,33,49,3543788.0,5,5,5,5.0,7,0.0,RM019
SME0664,Company 664 Ltd,Manufacturing,South,100,Loyal Customers,149,11,118943.0,3,3,3,3.0,5,0.86,RM007
SME0665,Company 665 Ltd,Retail,East,25,Loyal Customers,124,16,234471.0,3,4,4,3.6666666666666665,6,0.52,RM003
SME0666,Company 666 Ltd,Retail,West,50,New Customers,104,8,31106.0,4,2,2,2.6666666666666665,5,0.76,RM016
SME0667,Company 667 Ltd,Manufacturing,Central,200,Lost,385,2,1995.0,1,1,1,1.0,2,0.71,RM018
SME0668,Company 668 Ltd,Retail,Central,10,Loyal Customers,160,14,199102.0,3,3,4,3.3333333333333335,7,0.0,RM016
